Title,Alternative Title,Description,Language,Creator,Publisher,Provider,Resource Class,Resource Type,Subject,ISO Topic Category,Keyword,Temporal Coverage,Date Issued,Date Range,Spatial Coverage,Bounding Box,GeoNames,Relation,Member Of,Is Part Of,Source,Version,Replaces,Is Replaced By,Format,File Size,WxS Identifier,Georeferenced,Documentation,Download,FeatureServer,FGDC,Harvard Download,HTML,IIIF,ImageServer,Information,ISO19139,Manifest,MapServer,MODS,oEmbed,Index Map,TileServer,WCS,WFS,WMS,Image,ID,Identifier,Code,Rights,Rights Holder,License,Access Rights,Accrual Method,Accrual Periodicity,Date Accessioned,Date Retired,Status,Suppressed,Child Record,Mediator,Access
Global Energy Production and Reserves [Global] {1990-2014},"Global Energy Production and Reserves, 1990 - 2014","Global energy production and reserves by country, including coal production, oil production and reserves, and natural gas production and reserves for 1990 to 2014.",eng,U-Spatial,"",University of Minnesota,Web services,"","",Utilities and Communication,Oil|Natural Gas|Coal|Energy|production|reserves|global|education|people|urban,"",2016-10-13,"","","-179.9222,-85.907,179.2178,78.8086","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,4.3 MB,,,,,https://services.arcgis.com/8df8p0NlLFEShl0r/arcgis/rest/services/Global_Energy_Production_and_Reserves_1990_2014/FeatureServer,,,,,,https://umn.maps.arcgis.com/home/item.html?id=ab6b5d9c11134189a592af7dcec68442,,,,,,,,,,,,ab6b5d9c11134189a592af7dcec68442,https://umn.maps.arcgis.com/home/item.html?id=ab6b5d9c11134189a592af7dcec68442,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Historical National Boundaries {1800-2000},Historical National Boundaries,"Historical national boundaries for key years in history, including 1800, 1914, 1918, 1939, 1945, 1970, 1990, and 2000.",eng,U-Spatial,"",University of Minnesota,Web services,"","",Boundaries,Countries|Historic|National Boundaries|2000|1990|1970|1945|1939|1918|1914|1800|historical|education,1800-2000,2016-10-13,1800-2000,Afghanistan|Syria|Iraq|Ethiopia|Somalia,"-180.0,-89.0,180.0,83.6236","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,94.8 MB,,,,,https://services.arcgis.com/8df8p0NlLFEShl0r/arcgis/rest/services/Historic_National_Boundaries_NEW/FeatureServer,,,,,,https://umn.maps.arcgis.com/home/item.html?id=85e35d64d67f425c94ebca45dad6568a,,,,,,,,,,,,85e35d64d67f425c94ebca45dad6568a,https://umn.maps.arcgis.com/home/item.html?id=85e35d64d67f425c94ebca45dad6568a,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Land Cover [Global] ,Land Cover,"Global land cover type, including Bare Earth, Boreal Forests, Deserts, High Altitude Grassland, Lakes, Mangroves, Mediterranean Forests, Rock and Ice, Swamp, Temperate Forests, Temperate Grasslands, Tropical Forests, and Tropical Grasslands.",eng,U-Spatial,"",University of Minnesota,Web services,"","",Land Cover,Land Cover|Agriculture|Global|crops|corn|wheat|rice|soybean|pasture|education|landscape,"",2016-11-22,"","","-180.0,-89.0,180.0,83.6236","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,77.4 MB,,,,,https://services.arcgis.com/8df8p0NlLFEShl0r/arcgis/rest/services/Land_Cover/FeatureServer,,,,,,https://umn.maps.arcgis.com/home/item.html?id=91663ad7f1444494900f7e1cf063bfe5,,,,,,,,,,,,91663ad7f1444494900f7e1cf063bfe5,https://umn.maps.arcgis.com/home/item.html?id=91663ad7f1444494900f7e1cf063bfe5,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Land Use [Global]  {2000},Land Use 2000,"Global land use as of 2000 including agriculture, rangeland, urban, forest, and barren land use types.",eng,U-Spatial,"",University of Minnesota,Web services,"","",Farming,Land Use|1900|2000|agriculture|urban|forest|barren land|global|rangeland|education,2000,2016-12-29,2000-2000,"","-180.0,-55.5992,-179.914,83.5951","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,12.2 MB,,,,,https://services.arcgis.com/8df8p0NlLFEShl0r/arcgis/rest/services/Land_Use_2000/FeatureServer,,,,,,https://umn.maps.arcgis.com/home/item.html?id=f3aef5e023a04785ba164ef217e4d685,,,,,,,,,,,,f3aef5e023a04785ba164ef217e4d685,https://umn.maps.arcgis.com/home/item.html?id=f3aef5e023a04785ba164ef217e4d685,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Land Use [Global] {1900},Land Use 1900,"Global land use as of 1900 including agriculture, rangeland, urban, forest, and barren land use types.",eng,U-Spatial,"",University of Minnesota,Web services,"","",Farming,Land Use|1900|2000|agriculture|urban|forest|barren land|global|rangeland|education,"",2016-12-27,"","","-180.0,-55.5992,-179.9552,83.5951","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,7.5 MB,,,,,https://services.arcgis.com/8df8p0NlLFEShl0r/arcgis/rest/services/Land_Use_1900_Vector/FeatureServer,,,,,,https://umn.maps.arcgis.com/home/item.html?id=c6c1d75dd78d4615ba501ea137b4a2f9,,,,,,,,,,,,c6c1d75dd78d4615ba501ea137b4a2f9,https://umn.maps.arcgis.com/home/item.html?id=c6c1d75dd78d4615ba501ea137b4a2f9,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Land Use [Global] {1900},Land Use 1900,"Global land use as of 1900 including agriculture, rangeland, urban, forest, and barren land use types.",eng,U-Spatial,"",University of Minnesota,Web services,"","",Farming,Land Use|1900|2000|agriculture|urban|forest|barren land|global|rangeland|education,1900,2017-01-04,1900-1900,"","-180.0,-89.0006,-179.9854,89.0","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,32.1 MB,,,,,,,,,,,https://umn.maps.arcgis.com/home/item.html?id=426b954b5be74d599b6ce85f2ad10642,,,https://tiles.arcgis.com/tiles/8df8p0NlLFEShl0r/arcgis/rest/services/Land_Use_1900_Raster/MapServer,,,,,,,,,426b954b5be74d599b6ce85f2ad10642,https://umn.maps.arcgis.com/home/item.html?id=426b954b5be74d599b6ce85f2ad10642,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Land Use [Global] {2000},Land Use 2000,"Global land use as of 2000 including agriculture, rangeland, urban, forest, and barren land use types.",eng,U-Spatial,"",University of Minnesota,Web services,"","",Farming,Land Use|1900|2000|agriculture|urban|forest|barren land|global|rangeland|education,2000,2017-01-04,2000-2000,"","-180.0,-89.0006,-179.9854,89.0","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,26.0 MB,,,,,,,,,,,https://umn.maps.arcgis.com/home/item.html?id=5d4a0f170e8e4858b8142ffc2057feb6,,,https://tiles.arcgis.com/tiles/8df8p0NlLFEShl0r/arcgis/rest/services/Land_Use_2000/MapServer,,,,,,,,,5d4a0f170e8e4858b8142ffc2057feb6,https://umn.maps.arcgis.com/home/item.html?id=5d4a0f170e8e4858b8142ffc2057feb6,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Major Empires,Major Empires,"Greatest extents of the British, Mongol, and Roman Empires during their territorial peaks. The spatial extent of each empire represents the territory occupied by that empire at a specific snapshot in time.",eng,U-Spatial,"",University of Minnesota,Web services,"","",Boundaries,Roman Empire|Mongol Empire|British Empire|Empire|Greatest Extent|education|historical,31 B.C - 1949,2016-10-31,0-1949,"","-177.3958,-89.0,180.0,83.1139","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,4.3 MB,,,,,https://services.arcgis.com/8df8p0NlLFEShl0r/arcgis/rest/services/Major_Empires/FeatureServer,,,,,,https://umn.maps.arcgis.com/home/item.html?id=1bb885a34b44491eb06c5681dd009d11,,,,,,,,,,,,1bb885a34b44491eb06c5681dd009d11,https://umn.maps.arcgis.com/home/item.html?id=1bb885a34b44491eb06c5681dd009d11,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Predominant Language [Global] ,Predominant Language,"Predominant language by country and language family by region, including the percent of the population that speaks the first and second most-used languages.",eng,U-Spatial,"",University of Minnesota,Web services,"",Languages and cultures,Society,language|language family|population|global|people,"",2016-12-01,"","","-180.0,-89.0,180.0,83.6236","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,28.4 MB,,,,,https://services.arcgis.com/8df8p0NlLFEShl0r/arcgis/rest/services/Predominant_Language/FeatureServer,,,,,,https://umn.maps.arcgis.com/home/item.html?id=fbfa22fd77064334a5c0c452e9dd6084,,,,,,,,,,,,fbfa22fd77064334a5c0c452e9dd6084,https://umn.maps.arcgis.com/home/item.html?id=fbfa22fd77064334a5c0c452e9dd6084,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Predominant Religion [Global] {2016},Predominant Religion,"Predominant religion by country and predominant religion family by region as of 2016. For each country, percentages for the first and second largest religions practiced by population are included.",eng,U-Spatial,"",University of Minnesota,Web services,"","",Society,Predominant Religion|people|religion|religion family|global|education,2016,2016-12-01,2016-2016,"","-180.0,-89.0,180.0,83.6236","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,27.6 MB,,,,,https://services.arcgis.com/8df8p0NlLFEShl0r/arcgis/rest/services/Predominant_Religion/FeatureServer,,,,,,https://umn.maps.arcgis.com/home/item.html?id=c8ded0441a5b461baea3781dea67991c,,,,,,,,,,,,c8ded0441a5b461baea3781dea67991c,https://umn.maps.arcgis.com/home/item.html?id=c8ded0441a5b461baea3781dea67991c,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Primary Resources Extracted [Global] ,Primary Resources Extracted,"Point feature representing major resource extraction locations, globally.",eng,U-Spatial,"",University of Minnesota,Web services,Point data|Vector data,"",Geoscientific Information,resources|resources extracted|global|oil fields|natural gas fields|iron mines|copper mines|aluminum mines|coal mines|nuclear power plants|hydroelectric dams|solar farms|wind farms,"",2016-12-28,"","","-177.8122,-54.114,175.28,70.3372","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,552.0 KB,,,,,https://services.arcgis.com/8df8p0NlLFEShl0r/arcgis/rest/services/Primary_Resources_Extracted/FeatureServer,,,,,,https://umn.maps.arcgis.com/home/item.html?id=413dc260d00347b5a34cc3e3c9bed2c1,,,,,,,,,,,,413dc260d00347b5a34cc3e3c9bed2c1,https://umn.maps.arcgis.com/home/item.html?id=413dc260d00347b5a34cc3e3c9bed2c1,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Rice Yield [Global] ,Rice_Yield,Global rice yield in tons per hectare.,eng,U-Spatial,"",University of Minnesota,Web services,"","",Farming,Land Cover|Agriculture|Global|crops|corn|wheat|rice|soybean|pasture|education|landscape,"",2017-01-12,"","","-180.0,-89.0007,-179.9312,89.0","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,12.0 MB,,,,,,,,,,,https://umn.maps.arcgis.com/home/item.html?id=067b224a0aa34f21b5fed74b69c78d3a,,,https://tiles.arcgis.com/tiles/8df8p0NlLFEShl0r/arcgis/rest/services/Rice_Yield/MapServer,,,,,,,,,067b224a0aa34f21b5fed74b69c78d3a,https://umn.maps.arcgis.com/home/item.html?id=067b224a0aa34f21b5fed74b69c78d3a,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Rice Yield [Global] ,Rice_Yield,Global rice yield in tons per hectare.,eng,U-Spatial,"",University of Minnesota,Web services,"","",Farming,Land Cover|Agriculture|Global|crops|corn|wheat|rice|soybean|pasture|education|landscape,"",2017-01-12,"","","-180.0,-55.9733,-179.9312,83.6645","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,9.4 MB,,,,,https://services.arcgis.com/8df8p0NlLFEShl0r/arcgis/rest/services/Rice_Yield/FeatureServer,,,,,,https://umn.maps.arcgis.com/home/item.html?id=dabaa491954d4b5c8ec4180ec0c312b3,,,,,,,,,,,,dabaa491954d4b5c8ec4180ec0c312b3,https://umn.maps.arcgis.com/home/item.html?id=dabaa491954d4b5c8ec4180ec0c312b3,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Soybean Yield [Global] ,Soybean_Yield,Global soybean yield in tons per hectare.,eng,U-Spatial,"",University of Minnesota,Web services,"","",Farming,Land Cover|Agriculture|Global|crops|corn|wheat|rice|soybean|pasture|education|landscape,"",2017-01-12,"","","-180.0,-55.9733,-179.9312,83.6645","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,7.7 MB,,,,,https://services.arcgis.com/8df8p0NlLFEShl0r/arcgis/rest/services/Soybean_Yield/FeatureServer,,,,,,https://umn.maps.arcgis.com/home/item.html?id=90fd878d53c346f49d81cb09e51ffe46,,,,,,,,,,,,90fd878d53c346f49d81cb09e51ffe46,https://umn.maps.arcgis.com/home/item.html?id=90fd878d53c346f49d81cb09e51ffe46,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
